"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",112.9906,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",120.8899,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",116.5903,,
"SLRTTO01","Total retail trade (Volume) sa, Index","FRA","France","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",119.89,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",99.16018,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",108.6063,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",30.25204,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",12.4782,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",60.02885,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",110.3361,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",124.0021,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",112.9076,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",108.3486,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",110.2101,,
"SLRTCR03","Passenger car registrations sa, Index","FRA","France","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2010_100","2010=100",80.99254,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",122.0914,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",115.4975,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",97.72981,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",45.79781,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",61.75102,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",90.32587,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",85.68865,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",95.46538,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",94.27164,,
"ODCNPI03","Permits issued for dwellings sa, Index","FRA","France","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",104.7125,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",101.96,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",101.79,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",62.34,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",35.53,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",82.26,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",92.12,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",96.24,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",103.55,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",94.93,,
"PRCNTO01","Production of total construction sa, Index","FRA","France","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",96.54,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",100.8916,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",101.2916,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",90.19248,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",71.49404,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",78.59345,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",87.39272,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",90.09249,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",90.19248,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",92.29231,,
"PRINTO01","Production of total industry sa, Index","DEU","Germany","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",95.29206,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",100.869,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",101.2701,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",90.24064,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",71.59091,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",78.70989,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",87.43316,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",90.04011,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",90.24064,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",92.24599,,
"PRMNTO01","Production in total manufacturing sa, Index","DEU","Germany","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",95.35428,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",112.3094,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",112.8094,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",111.2093,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",104.3087,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",117.9098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",116.3097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",116.6097,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",118.8099,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",117.0098,,
"SLRTTO01","Total retail trade (Volume) sa, Index","DEU","Germany","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",120.01,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",122.992,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",118.4739,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",119.1767,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",122.6908,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",120.1807,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",129.1165,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",116.3655,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",119.2771,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",120.0803,,
"ODCNPI03","Permits issued for dwellings sa, Index","DEU","Germany","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",119.7791,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",134.2112,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",132.511,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",129.9108,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",129.0108,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",130.4109,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",129.8108,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",128.9107,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",128.4107,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",130.5109,,
"PRCNTO01","Production of total construction sa, Index","DEU","Germany","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",129.5108,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",110.7708,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",106.4758,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",107.974,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",98.28533,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",99.58382,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",102.6802,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",106.276,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",104.7778,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",106.6755,,
"PRINTO01","Production of total industry sa, Index","GRC","Greece","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",103.4793,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",114.2192,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",110.1256,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",112.0226,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",97.74524,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",101.04,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",106.9307,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",109.3269,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",108.2286,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",107.9291,,
"PRMNTO01","Production in total manufacturing sa, Index","GRC","Greece","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",106.9307,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",104.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",102.5,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",102.2,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",77,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",99.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",101.4,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",100.7,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",102.1,,
"SLRTTO01","Total retail trade (Volume) sa, Index","GRC","Greece","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",102.1,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",317.7,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",319.6,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",235,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",189.4,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",263.3,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",302.9,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",303.6,,
"ODCNPI03","Permits issued for dwellings sa, Index","GRC","Greece","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",271.7,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",117.6098,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",117.8098,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",105.2088,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",72.70606,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",85.70715,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",101.0084,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",107.809,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",114.7096,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",117.3098,,
"PRINTO01","Production of total industry sa, Index","HUN","Hungary","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",120.6101,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",119.7891,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",119.6887,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",105.7317,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",71.39152,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",85.44891,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",101.7153,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",109.0453,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",116.3752,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",119.1867,,
"PRMNTO01","Production in total manufacturing sa, Index","HUN","Hungary","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",122.701,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",129.9592,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",131.058,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",130.5586,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",114.2762,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",118.7713,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",121.868,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",124.3653,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",126.2632,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",127.8615,,
"SLRTTO01","Total retail trade (Volume) sa, Index","HUN","Hungary","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",129.3599,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",230.8808,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",220.1817,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",241.2799,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",160.2866,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",147.2877,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",189.8842,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",168.7859,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",136.7886,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",173.8855,,
"ODCNPI03","Permits issued for dwellings sa, Index","HUN","Hungary","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",155.987,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",149.7,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",161.5,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",149.6,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",150,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",121.9,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",126.8,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",130.6,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",132.9,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",134.6,,
"PRCNTO01","Production of total construction sa, Index","HUN","Hungary","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",136.3,,
"PRINTO01","Production of total industry sa, Index","IRL","Ireland","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",95.00792,,
"PRINTO01","Production of total industry sa, Index","IRL","Ireland","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",96.90807,,
"PRINTO01","Production of total industry sa, Index","IRL","Ireland","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",114.5095,,
"PRINTO01","Production of total industry sa, Index","IRL","Ireland","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",98.10818,,
